address,name
0xffffffff81001000,__traceiter_initcall_level
0xffffffff81001030,__probestub_initcall_level
0xffffffff81001040,__traceiter_initcall_start
0xffffffff81001070,__probestub_initcall_start
0xffffffff81001080,__traceiter_initcall_finish
0xffffffff810010c0,__probestub_initcall_finish
0xffffffff810010d0,trace_initcall_start_cb
0xffffffff810011b0,perf_trace_initcall_level
0xffffffff81001300,perf_trace_initcall_start
0xffffffff810013e0,perf_trace_initcall_finish
0xffffffff810014c0,trace_event_raw_event_initcall_start
0xffffffff81001540,trace_event_raw_event_initcall_finish
0xffffffff810015d0,trace_raw_output_initcall_level
0xffffffff81001620,trace_raw_output_initcall_start
0xffffffff81001670,trace_raw_output_initcall_finish
0xffffffff81001780,trace_initcall_finish_cb
0xffffffff810017d0,trace_event_raw_event_initcall_level
0xffffffff81001a70,do_one_initcall
0xffffffff81001aa0,rootfs_init_fs_context
0xffffffff81001ac0,wait_for_initramfs
0xffffffff81001b00,wait_for_initramfs
0xffffffff81003a50,__ia32_sys_ni_syscall
0xffffffff81003a60,vdso_mremap
0xffffffff81003ad0,vvar_fault
0xffffffff81003c10,vdso_fault
0xffffffff81004240,__traceiter_emulate_vsyscall
0xffffffff81004270,__probestub_emulate_vsyscall
0xffffffff81004280,gate_vma_name
0xffffffff81004290,perf_trace_emulate_vsyscall
0xffffffff81004370,trace_event_raw_event_emulate_vsyscall
0xffffffff810043f0,trace_raw_output_emulate_vsyscall
0xffffffff810048c0,preempt_schedule_thunk
0xffffffff810048f0,preempt_schedule_notrace_thunk
0xffffffff810065e0,x86_pmu_prepare_cpu
0xffffffff81006620,x86_pmu_dead_cpu
0xffffffff81006640,x86_pmu_starting_cpu
0xffffffff81006660,x86_pmu_dying_cpu
0xffffffff81006750,perf_get_hw_event_config
0xffffffff81006770,x86_pmu_filter
0xffffffff810067c0,x86_pmu_swap_task_ctx
0xffffffff810067d0,x86_pmu_sched_task
0xffffffff81006870,x86_pmu_cancel_txn
0xffffffff810068e0,x86_pmu_commit_txn
0xffffffff810069c0,x86_pmu_start_txn
0xffffffff81006a20,x86_pmu_read
0xffffffff81006a30,x86_pmu_start
0xffffffff81006ac0,x86_pmu_online_cpu
0xffffffff81006b10,x86_pmu_disable
0xffffffff81006b50,get_attr_rdpmc
0xffffffff81006b80,set_attr_rdpmc
0xffffffff81006cc0,x86_perf_event_update
0xffffffff81006d60,perf_guest_get_msrs
0xffffffff81006d70,perf_assign_events
0xffffffff810070b0,_x86_pmu_read
0xffffffff810070c0,x86_pmu_stop
0xffffffff81007160,events_sysfs_show
0xffffffff810071b0,events_hybrid_sysfs_show
0xffffffff810072b0,is_visible
0xffffffff810072f0,x86_pmu_event_idx
0xffffffff81007320,x86_pmu_check_period
0xffffffff810073a0,x86_pmu_aux_output_match
0xffffffff810073c0,x86_pmu_event_mapped
0xffffffff81007410,perf_event_nmi_handler
0xffffffff810074f0,x86_pmu_del
0xffffffff81007740,x86_pmu_event_unmapped
0xffffffff81007780,max_precise_show
0xffffffff810077f0,x86_pmu_enable
0xffffffff81007b30,perf_get_x86_pmu_capability
0xffffffff81007bd0,x86_perf_event_set_period
0xffffffff81008540,hw_perf_event_destroy
0xffffffff81008640,hw_perf_lbr_event_destroy
0xffffffff81008830,x86_pmu_hw_config
0xffffffff81008ad0,x86_pmu_disable_all
0xffffffff81008fe0,x86_pmu_add
0xffffffff810090e0,x86_pmu_event_init
0xffffffff810093c0,x86_schedule_events
